PMID,Title,Authors,First Author,DOI,Publication Year,len
32450359,Suicide mortality after discharge from inpatient care for bipolar disorder: A 14-year Swedish national registry study,"Iliachenko EK, Ragazan DC, Eberhard J, Berge J.",Iliachenko EK,10.1016/j.jpsychires.2020.05.008,2020,16
35866655,"Development and Validation of the Medical Emergency Team-Risk Prediction Model for Clinical Deterioration in Acute Hospital Patients, at Time of an Emergency Admission","Allen J, Currey J, Jones D, Considine J, Orellana L.",Allen J,10.1097/CCM.0000000000005621,2022,23
28751044,Differently polarized macrophages affect the viability and growth of NSPCs by regulating the expression of PACAP,"Liu M, Deng M, Ma Y.",Liu M,10.1016/j.npep.2017.07.003,2017,16
31883916,Mesoglycan induces the secretion of microvesicles by keratinocytes able to activate human fibroblasts and endothelial cells: A novel mechanism in skin wound healing,"Belvedere R, Pessolano E, Porta A, Tosco A, Parente L, Petrella F, Perretti M, Petrella A.",Belvedere R,10.1016/j.ejphar.2019.172894,2020,23
31729049,Justification of aggression against nurses: The effect of aggressor distress and nurse communication quality,"Yagil D, Dayan H.",Yagil D,10.1111/jan.14269,2020,14
29859329,Spectral comparisons of mammalian cells and intact organelles by solid-state NMR,"Werby SH, Cegelski L.",Werby SH,10.1016/j.jsb.2018.05.007,2019,11
26206680,The Role of Synthetic Extracellular Matrices in Endothelial Progenitor Cell Homing for Treatment of Vascular Disease,"Williams PA, Silva EA.",Williams PA,10.1007/s10439-015-1400-x,2015,16
31120086,Induction of mTOR-dependent autophagy by WS(2) nanosheets from both inside and outside of human cells,"Zhou X , Yan B .",Zhou X,10.1039/c9nr02850a,2019,15
27008332,"Kat3 coactivators in somatic stem cells and cancer stem cells: biological roles, evolution, and pharmacologic manipulation","Thomas PD, Kahn M.",Thomas PD,10.1007/s10565-016-9318-0,2016,16
32426944,Physical health interventions on adolescent mental health inpatient units: A systematic review and call to action,"Carney R, Imran S, Law H, Firth J, Parker S.",Carney R,10.1111/eip.12981,2021,16
26780865,Chromosomal stability of mesenchymal stromal cells during in vitro culture,"Stultz BG, McGinnis K, Thompson EE, Lo Surdo JL, Bauer SR, Hursh DA.",Stultz BG,10.1016/j.jcyt.2015.11.017,2016,10
27341166,Generation of Microtumors Using 3D Human Biogel Culture System and Patient-derived Glioblastoma Cells for Kinomic Profiling and Drug Response Testing,"Gilbert AN, Shevin RS, Anderson JC, Langford CP, Eustace N, Gillespie GY, Singh R, Willey CD.",Gilbert AN,10.3791/54026,2016,20
26860233,Role of cancer stem cell in radioresistant head and neck cancer,"Park YM, Lee SY, Park SW, Kim SH.",Park YM,10.1016/j.anl.2016.01.008,2016,11
32623520,"Feasibility and acceptability of a telephone-based chaplaincy intervention in a large, outpatient oncology center","Sprik P, Keenan AJ, Boselli D, Cheeseboro S, Meadors P, Grossoehme D.",Sprik P,10.1007/s00520-020-05598-4,2021,14
33021566,"Patterns of opioid analgesic use in the U.S., 2009 to 2018","Woods C, Chai G, Meyer T, Staffa J, Dal Pan G.",Woods C,10.1097/j.pain.0000000000002101,2021,11
27795424,Potent Inhibition of Human Cytomegalovirus by Modulation of Cellular SNARE Syntaxin 5,"Cruz L, Streck NT, Ferguson K, Desai T, Desai DH, Amin SG, Buchkovich NJ.",Cruz L,10.1128/JVI.01637-16,2016,12
35908926,[Anxiety-related factors among elder-care facility employees regarding admission of tuberculosis patients after inpatient-treatment completion],"Wada A, Kabayama M, Mukai S, Takabuchi S, Kato H, Nishizumi T, Kamide K, Tanikake C.",Wada A,10.11236/jph.21-085,2022,14
35758765,The Use of Digital Technologies in the Inpatient Setting to Promote Communication During the Early Stage of an Infectious Disease Outbreak: A Scoping Review,"Mudd A, Feo R, Pinero de Plaza MA, Tieu M, Paia SY, Cleland J, Windle A, George S, Thompson MQ, Ambagtsheer RC, Muller A, Hall A, Lange B.",Mudd A,10.1089/tmj.2021.0615,2023,24
32615470,Psychotic depression in hospitalized patients: Longitudinal outcomes of psychotic vs. nonpsychotic depression among inpatients,"Costa FBPD, Trachtenberg E, Boni A, Primo de Carvalho Alves L, Magalhães PVDS, Rocha NS.",Costa FBPD,10.1016/j.jpsychires.2020.06.002,2020,14
35758395,Evaluation of severe adverse events during rehabilitation for acute-phase patients: A retrospective cohort study,"Kinoshita T, Kamijo YI, Kouda K, Yasuoka Y, Nishimura Y, Umemoto Y, Ogawa T, Mikami Y, Kawanishi M, Tajima F.",Kinoshita T,10.1097/MD.0000000000029516,2022,14
26054839,Enhanced viability and neural differential potential in poor post-thaw hADSCs by agarose multi-well dishes and spheroid culture,"Guo X, Li S, Ji Q, Lian R, Chen J.",Guo X,10.1007/s13577-015-0116-4,2015,17
28750033,"Analysis of the developmental stages, kinetics, and phenotypes exhibited by myeloid cells driven by GM-CSF in vitro","Rogers PB, Driessnack MG, Hiltbold Schwartz E.",Rogers PB,10.1371/journal.pone.0181985,2017,17
36343978,Longitudinal transkingdom gut microbial approach towards decompensation in outpatients with cirrhosis,"Bajaj JS, Peña-Rodriguez M, La Reau A, Phillips W, Fuchs M, Davis BC, Sterling RK, Sikaroodi M, Fagan A, Shamsaddini A, Henseler Z, Ward T, Puri P, Lee H, Gillevet PM.",Bajaj JS,10.1136/gutjnl-2022-328403,2023,11
30804449,Paneth cell granule dynamics on secretory responses to bacterial stimuli in enteroids,"Yokoi Y, Nakamura K, Yoneda T, Kikuchi M, Sugimoto R, Shimizu Y, Ayabe T.",Yokoi Y,10.1038/s41598-019-39610-7,2019,12
31335465,Cell-Based Therapies for Chronic Wounds Tested in Clinical Studies: Review,"Domaszewska-Szostek A, Krzyżanowska M, Siemionow M.",Domaszewska-Szostek A,10.1097/SAP.0000000000001947,2019,10
28303927,Efficient Generation of Chemically Induced Mesenchymal Stem Cells from Human Dermal Fibroblasts,"Lai PL, Lin H, Chen SF, Yang SC, Hung KH, Chang CF, Chang HY, Lu FL, Lee YH, Liu YC, Huang HC, Lu J.",Lai PL,10.1038/srep44534,2017,12
30549976,The Generation of Hematopoietic Progenitor Cells from Endothelial Cells by Silymarin,"Shahidi M, Sharifi R, Sadeghi-Shirazi F, Parhizkary F.",Shahidi M,10.7754/Clin.Lab.2018.180534,2018,11
31877242,Single-cell analysis of CD8 T lymphocyte diversity during adaptive immunity,Arsenio J.,Arsenio J,10.1002/wsbm.1475,2020,10
34706165,Ethical review of COVID-19 vaccination requirements for transplant center staff and patients,"Kates OS, Stock PG, Ison MG, Allen RDM, Burra P, Jeong JC, Kute V, Muller E, Nino-Murcia A, Wang H, Wall A.",Kates OS,10.1111/ajt.16878,2022,12
32462186,Volunteer Programs Supporting People With Dementia/Delirium in Hospital: Systematic Review and Meta-Analysis,"Pritchard E, Soh SE, Morello R, Berkovic D, Blair A, Anderson K, Bateman C, Moran C, Tsindos T, O'Donnell R, Ayton D.",Pritchard E,10.1093/geront/gnaa058,2021,12
25497822,Short communication: opposing effects of lactoferrin on the proliferation of fibroblasts and epithelial cells from bovine mammary gland,"Nakajima K, Itoh F, Nakamura M, Kawamura A, Yamazaki T, Kozakai T, Takusari N, Ishisaki A.",Nakajima K,10.3168/jds.2014-8430,2015,18
28552560,2102Ep embryonal carcinoma cells have compromised respiration and shifted bioenergetic profile distinct from H9 human embryonic stem cells,"Ounpuu L, Klepinin A, Pook M, Teino I, Peet N, Paju K, Tepp K, Chekulayev V, Shevchuk I, Koks S, Maimets T, Kaambre T.",Ounpuu L,10.1016/j.bbagen.2017.05.020,2017,18
30365275,[The Analysis of Actual Approaches in Evaluating Efficiency of Medical Care of Female Patients with Habitual Miscarriage],"Vartanian EA, Gridnev OV, Belostotsky AV, Pesennikova EV, Gadaborshev MI, Kuchitz SS.",Vartanian EA,10.32687/0869-866X-2018-26-4-236-239,2018,17
25725556,Matrix stiffness determines the fate of nucleus pulposus-derived stem cells,"Navaro Y, Bleich-Kimelman N, Hazanov L, Mironi-Harpaz I, Shachaf Y, Garty S, Smith Y, Pelled G, Gazit D, Seliktar D, Gazit Z.",Navaro Y,10.1016/j.biomaterials.2015.01.021,2015,10
30478831,Induced pluripotent stem cell-derived extracellular vesicles: A novel approach for cell-free regenerative medicine,"Taheri B, Soleimani M, Fekri Aval S, Esmaeili E, Bazi Z, Zarghami N.",Taheri B,10.1002/jcp.27775,2019,13
34900198,Application of Deep Learning Technology in Predicting the Risk of Inpatient Death in Intensive Care Unit,"Li M, Chen H, Yan S, Xu X, Xu H.",Li M,10.1155/2021/6169481,2021,16
29243842,Exosomes secreted by hypoxic cardiosphere-derived cells enhance tube formation and increase pro-angiogenic miRNA,"Namazi H, Mohit E, Namazi I, Rajabi S, Samadian A, Hajizadeh-Saffar E, Aghdami N, Baharvand H.",Namazi H,10.1002/jcb.26621,2018,13
34232106,Outpatient healthcare utilization among incident cases of systemic sclerosis: results from a population-based US cohort (1988-2016),"Coffey CM, Sandhu AS, Crowson CS, Asante D, Matteson EL, Osborn TG, Warrington KJ, Makol A.",Coffey CM,10.1080/03009742.2021.1932581,2022,16
30295918,The Impact of Caregiving Disruptions of Previously Institutionalized Children on Multiple Outcomes in Late Childhood,"Almas AN, Papp LJ, Woodbury MR, Nelson CA, Zeanah CH, Fox NA.",Almas AN,10.1111/cdev.13169,2020,15
34073471,Improved Inpatient Care through Greater Patient-Doctor Contact under the Hospitalist Management Approach: A Real-Time Assessment,"Chae W, Choi DW, Park EC, Jang SI.",Chae W,10.3390/ijerph18115718,2021,15
36721295,Management of Persistent Coccygodynia and Health Behavior: A Survey Study on Patients with Coccygodynia of Age 41 to 69 years,Akşan Ö.,Akşan Ö,10.5993/AJHB.46.6.22,2022,20
33035620,Sharing Notes With Adolescents and Young Adults Admitted to an Inpatient Psychiatry Unit,"Dohil I, Cruz R, Sweet H, Huang JS.",Dohil I,10.1016/j.jaac.2020.09.016,2021,13
35430284,Potential Contributing Factors for Irritability of Unknown Origin in Pediatric Palliative Care,"Dreier LA, Angenendt N, Hasan C, Zernikow B, Wager J.",Dreier LA,10.1016/j.jpainsymman.2022.04.168,2022,12
32558214,'Therapists in action'-Home treatment in adolescent anorexia nervosa: A stepped care approach to shorten inpatient treatment,"Herpertz-Dahlmann B, Borzikowsky C, Altdorf S, Heider K, Dempfle A, Dahmen B.",Herpertz-Dahlmann B,10.1002/erv.2755,2021,16
35925108,[Cross-sectoral patient care in the district of Hamburg Harburg: an example of urological cooperation],"Abrams-Pompe RS, Fisch M, Rödder K, Neumann T, Reiß P, Hoppe M, Schneider AW.",Abrams-Pompe RS,10.1007/s00120-022-01894-5,2022,14
26048247,Regulation of the ESC transcriptome by nuclear long noncoding RNAs,"Bergmann JH, Li J, Eckersley-Maslin MA, Rigo F, Freier SM, Spector DL.",Bergmann JH,10.1101/gr.189027.114,2015,10
32976953,Nowhere to Go: Providing Quality Services for Children With Extended Hospitalizations on Acute Inpatient Psychiatric Units,"Thompson A, Simmons S, Wolff J.",Thompson A,10.1016/j.jaac.2020.09.009,2021,16
26392024,An evaluation of the choice of feeder cell growth arrest for the production of cultured epidermis,"Chugh RM, Chaturvedi M, Yerneni LK.",Chugh RM,10.1016/j.burns.2015.08.011,2015,16
30541746,Time-resolved ultrastructure of the cortical actin cytoskeleton in dynamic membrane blebs,"Chikina AS, Svitkina TM, Alexandrova AY.",Chikina AS,10.1083/jcb.201806075,2019,11
34657054,[Describing the Burdens on Patients and Healthcare Providers for Outpatient Chemotherapy-A Proceedings Paper],"Bando H, Amano S, Sakurai N, Sawa M, Irie Y.",Bando H,,2021,13
25894192,Considerations in the improvement of human epidermal keratinocyte culture in vitro,"Kaviani M, Geramizadeh B, Rahsaz M, Marzban S.",Kaviani M,,2015,11
29079884,Modeling neurological diseases using iPSC-derived neural cells : iPSC modeling of neurological diseases,"Li L, Chao J, Shi Y.",Li L,10.1007/s00441-017-2713-x,2018,13
32172719,"""I want to go home"": How location at death influences caregiver well-being in bereavement","Waldrop DP, McGinley JM.",Waldrop DP,10.1017/S1478951520000176,2020,14
31626770,Generation of Blastocyst-like Structures from Mouse Embryonic and Adult Cell Cultures,"Li R, Zhong C, Yu Y, Liu H, Sakurai M, Yu L, Min Z, Shi L, Wei Y, Takahashi Y, Liao HK, Qiao J, Deng H, Nuñez-Delicado E, Rodriguez Esteban C, Wu J, Izpisua Belmonte JC.",Li R,10.1016/j.cell.2019.09.029,2019,11
29188548,Spiritist Hospital Chaplaincy in Brazil: 5 Years of Documented Experience,"Anefalos A, E Silva WAB, Pinto RM, Ferrari RD, de Fátima Boni A, Duarte CB, Dos Reis RR.",Anefalos A,10.1007/s10943-017-0527-5,2018,10
26916883,Nanoscale materials for probing the biological functions of the glycocalyx,"Huang ML, Godula K.",Huang ML,10.1093/glycob/cww022,2016,10
34362762,Automatic versus manual oxygen titration using a novel nasal high-flow device in medical inpatients with an acute illness: a randomised controlled trial,"Harper J, Kearns N, Bird G, Braithwaite I, Eathorne A, Shortt N, Weatherall M, Beasley R.",Harper J,10.1136/bmjresp-2020-000843,2021,22
26459103,Response of MG63 osteoblast-like cells to ordered nanotopographies fabricated using colloidal self-assembly and glancing angle deposition,"Wang PY, Bennetsen DT, Foss M, Thissen H, Kingshott P.",Wang PY,10.1116/1.4931889,2015,16
26158347,The effect of five Taraxacum species on in vitro and in vivo antioxidant and antiproliferative activity,"Mingarro DM, Plaza A, Galán A, Vicente JA, Martínez MP, Acero N.",Mingarro DM,10.1039/c5fo00645g,2015,16
36612780,Exploring Hospital Inpatients' Awareness of Their Falls Risk: A Qualitative Exploratory Study,"Dabkowski E, Cooper SJ, Duncan JR, Missen K.",Dabkowski E,10.3390/ijerph20010454,2022,12
31398774,The medicalisation of the dying self: The search for life extension in advanced cancer,"Mohammed S, Peter E, Gastaldo D, Howell D.",Mohammed S,10.1111/nin.12316,2020,14
28482136,Incorporation of resident macrophages in engineered tissues: Multiple cell type response to microenvironment controlled macrophage-laden gelatine hydrogels,"Dollinger C, Ciftci S, Knopf-Marques H, Guner R, Ghaemmaghami AM, Debry C, Barthes J, Vrana NE.",Dollinger C,10.1002/term.2458,2018,17
35964325,Referral to aftercare following inpatient withdrawal treatment and readmission: retrospective chart review of patients with substance use disorders,"Habermeyer B, Lay B, Scherbaum N, Bonnet U, Roser P.",Habermeyer B,10.4414/smw.2022.w30213,2022,18
30998178,[Establishment of STO Cell Lines Expressing Green Fluorescent Protein and Mouse Leukemia Inhibitory Factor],"Liu CM, Li HJ, Yang TH, Yang XH, Li ZH, Li YH.",Liu CM,10.19746/j.cnki.issn1009-2137.2019.02.048,2019,14
36472326,Developing a Model to Predict High Health Care Utilization Among Patients in a New York City Safety Net System,"Li Z, Gogia S, Tatem KS, Cooke C, Singer J, Chokshi DA, Newton-Dame R.",Li Z,10.1097/MLR.0000000000001807,2023,19
35635052,Modified metacognitive therapy for anorexia nervosa: An open trial in an outpatient setting,"Lawson R, Carter JD, Britt E, Knowles K, Then R, Vallance J, Jenkins L, Tauamiti R.",Lawson R,10.1002/eat.23749,2022,13
35700029,A new tool for assessing the risk of fall in children with severe disability: development of the ALICE scale,"Terzoni S, Bianchi LC, Ferrara P, Di Bari A, Destrebecq A.",Terzoni S,10.7416/ai.2022.2506,2022,19
29894404,Association between emergency department length of stay and patient outcomes: a systematic review protocol,"Burgess L, Hines S, Kynoch K.",Burgess L,10.11124/JBISRIR-2017-003568,2018,14
28069421,"Optogenetic control of cell differentiation in channelrhodopsin-2-expressing OS3, a bipotential glial progenitor cell line","Ono K, Suzuki H, Yamamoto R, Sahashi H, Takido Y, Sawada M.",Ono K,10.1016/j.neuint.2016.12.022,2017,14
28012798,Generation of human pluripotent stem cell-derived hepatocyte-like cells for drug toxicity screening,"Takayama K, Mizuguchi H.",Takayama K,10.1016/j.dmpk.2016.10.408,2017,12
29147978,Predictors of Client Satisfaction with Outpatient Mental Health Clinic Services in Italy and New York,"Pauselli L, Galletti C, Verdolini N, Paolini E, Gallucci D, Balducci PM, Bernardini F, Kogan JH, Shim R, Moretti P, Compton MT.",Pauselli L,10.1007/s10597-017-0196-6,2018,15
35906685,Shared understanding of resilient practices in the context of inpatient suicide prevention: a narrative synthesis,"Berg SH, Rørtveit K, Walby FA, Aase K.",Berg SH,10.1186/s12913-022-08282-x,2022,15
31140622,Cardioprotective role of extracellular vesicles: A highlight on exosome beneficial effects in cardiovascular diseases,"Rezaie J, Rahbarghazi R, Pezeshki M, Mazhar M, Yekani F, Khaksar M, Shokrollahi E, Amini H, Hashemzadeh S, Sokullu SE, Tokac M.",Rezaie J,10.1002/jcp.28894,2019,14
29798615,[Comparison of biological characteristics between bone marrow mesenchymal stem cells and anterior cruciate ligament derived mesenchymal stem cells in rats],"Hao Z, Wu H, Li Y, Wang S, Lu J.",Hao Z,10.7507/1002-1892.201611021,2017,20
30251734,Women's perception and attitude to medical students' participation in obstetrics and gynecology care,"Subki AH, Algethami MR, Addas FA, Alnefaie MN, Hindi MM, Abduljabbar HS.",Subki AH,10.15537/smj.2018.9.22668,2018,13
35727831,The association between phase of illness and resource utilisation-a potential model for demonstrating clinical efficiency?,"Lucey M, O'Reilly M, Coffey S, Sheridan J, Moran S, Twomey F, Conroy M, Eager K, Currow D.",Lucey M,10.12968/ijpn.2022.28.6.254,2022,15
29665501,Generation of an integration-free iPSC line (CSCRi005-A) from erythroid progenitor cells of a healthy Indian male individual,"Manian KV, Bharathan SP, Maddali M, Srivastava VM, Srivastava A, Velayudhan SR.",Manian KV,10.1016/j.scr.2018.03.020,2018,17
31646671,Retinoic acid and/or progesterone differentiate mouse induced pluripotent stem cells into male germ cells in vitro,"Mahabadi JA, Tameh AA, Talaei SA, Karimian M, Rahiminia T, Enderami SE, Gheibi Hayat SM, Nikzad H.",Mahabadi JA,10.1002/jcb.29439,2020,16
25837977,Radiation-induced alterations of osteogenic and chondrogenic differentiation of human mesenchymal stem cells,"Cruet-Hennequart S, Drougard C, Shaw G, Legendre F, Demoor M, Barry F, Lefaix JL, Galéra P.",Cruet-Hennequart S,10.1371/journal.pone.0119334,2015,12
30522424,[Evaluation of the reproductive potential of Encephalitozoon intestinalis in four different cell line],"Çetinkaya Ü, Charyyeva A, Gürbüz E.",Çetinkaya Ü,10.5578/mb.67383,2018,13
29134198,ω-3 polyunsaturated fatty acids direct differentiation of the membrane phenotype in mesenchymal stem cells to potentiate osteogenesis,"Levental KR, Surma MA, Skinkle AD, Lorent JH, Zhou Y, Klose C, Chang JT, Hancock JF, Levental I.",Levental KR,10.1126/sciadv.aao1193,2017,17
32881639,The effectiveness of post-discharge navigation added to an inpatient addiction consultation for patients with substance use disorder; a randomized controlled trial,"Wakeman SE, Rigotti NA, Herman GE, Regan S, Chang Y, Snow R, Isenberg B, Metlay JP.",Wakeman SE,10.1080/08897077.2020.1809608,2021,21
29327488,Isolation of Human Photoreceptor Precursors via a Cell Surface Marker Panel from Stem Cell-Derived Retinal Organoids and Fetal Retinae,"Lakowski J, Welby E, Budinger D, Di Marco F, Di Foggia V, Bainbridge JWB, Wallace K, Gamm DM, Ali RR, Sowden JC.",Lakowski J,10.1002/stem.2775,2018,19
28729365,Induced Pluripotent Stem Cell-Derived Endothelial Cells in Insulin Resistance and Metabolic Syndrome,"Carcamo-Orive I, Huang NF, Quertermous T, Knowles JW.",Carcamo-Orive I,10.1161/ATVBAHA.117.309291,2017,12
26810154,Time-Lapse Evaluation of Interactions Between Biodegradable Mg Particles and Cells,"Alvarez F, Lozano Puerto RM, Pérez-Maceda B, Grillo CA, Fernández Lorenzo de Mele M.",Alvarez F,10.1017/S1431927615015597,2016,10
31368820,Exosomes Derived from Bovine Mammary Epithelial Cells Treated with Transforming Growth Factor-β1 Inhibit the Proliferation of Bovine Macrophages,"Huang T, Zhou C, Che Y, Zhang M, Ren W, Lei L.",Huang T,10.1089/jir.2019.0032,2019,18
29478134,Ex Vivo Imaging and Genetic Manipulation of Mouse Hair Follicle Bulge Stem Cells,"Haensel D, McNeil MA, Dai X.",Haensel D,10.1007/7651_2018_136,2019,13
25758218,"Mammary gland development: cell fate specification, stem cells and the microenvironment","Inman JL, Robertson C, Mott JD, Bissell MJ.",Inman JL,10.1242/dev.087643,2015,11
35293853,"Palliative profile, one-year mortality and quality of life in older inpatients according to Be-PICT: a multicenter prospective cohort study","De Brauwer I, Henrard S, Baeyens H, Van Den Noortgate N, De Saint-Hubert M, Piers R.",De Brauwer I,10.1080/17843286.2022.2053812,2023,19
29197223,Does soft really matter? Differentiation of induced pluripotent stem cells into mesenchymal stromal cells is not influenced by soft hydrogels,"Goetzke R, Franzen J, Ostrowska A, Vogt M, Blaeser A, Klein G, Rath B, Fischer H, Zenke M, Wagner W.",Goetzke R,10.1016/j.biomaterials.2017.11.035,2018,20
35980283,Prescriber and employee utilization of a health sciences center campus outpatient pharmacy: A qualitative analysis,"O'Neal KS, Oliphant EA, Johnson EJ, Hines MT, Smith MJ.",O'Neal KS,10.1093/ajhp/zxac232,2022,15
32927400,Asymptomatic deep vein thrombosis in critically ill COVID-19 patients despite therapeutic levels of anti-Xa activity,"Torres-Machorro A, Anguiano-Álvarez VM, Grimaldo-Gómez FA, Rodríguez-Zanella H, Cortina de la Rosa E, Mora-Canela S, Lerma C, García-Cruz E, Ramos-Enriquez Á, Ramirez-Marroquin S, Izaguirre-Ávila R, Rojas-Velasco G.",Torres-Machorro A,10.1016/j.thromres.2020.08.043,2020,15
27086414,Production of hepatocyte-like cells from human umbilical vein mesenchymal stem cells,"Raoufil A, Aminil A, Azadbakht M, Farhadifar F, Rahram Nikhn Frrfin Fthi NF.",Raoufil A,,2015,11
32517046,Functional Gastrointestinal Disorders in Outpatients Aged up to 12 Months: A French Non-Interventional Study,"Campeotto F, Barbaza MO, Hospital V.",Campeotto F,10.3390/ijerph17114031,2020,14
27537523,Anti-apoptotic Bcl-XL but not Mcl-1 contributes to protection against virus-induced apoptosis,"Ohmer M, Weber A, Sutter G, Ehrhardt K, Zimmermann A, Häcker G.",Ohmer M,10.1038/cddis.2016.242,2016,11
31512019,Emergent colectomy rates decreased while elective ileal pouch rates were stable over time: a nationwide inpatient sample study,"Kayal M, Saha A, Poojary P, Paramsothy S, Hirten R, Cohen L, Gallinger Z, Mehandru S, Cho J, Greenstein A, Nadkarni G, Dubinsky MC, Colombel JF, Cohen B, Ungaro R.",Kayal M,10.1007/s00384-019-03375-2,2019,18
28843779,"Endogenous, regulatory cysteine sulfenylation of ERK kinases in response to proliferative signals","Keyes JD, Parsonage D, Yammani RD, Rogers LC, Kesty C, Furdui CM, Nelson KJ, Poole LB.",Keyes JD,10.1016/j.freeradbiomed.2017.08.018,2017,12
31178143,In vitro expansion of endogenous human alveolar epithelial type II cells in fibroblast-free spheroid culture,"Shiraishi K, Nakajima T, Shichino S, Deshimaru S, Matsushima K, Ueha S.",Shiraishi K,10.1016/j.bbrc.2019.05.187,2019,15
29967223,Notch-inducing hydrogels reveal a perivascular switch of mesenchymal stem cell fate,"Blache U, Vallmajo-Martin Q, Horton ER, Guerrero J, Djonov V, Scherberich A, Erler JT, Martin I, Snedeker JG, Milleret V, Ehrbar M.",Blache U,10.15252/embr.201845964,2018,11
26562025,Perlecan Diversely Regulates the Migration and Proliferation of Distinct Cell Types in vitro,"Nakamura R, Nakamura F, Fukunaga S.",Nakamura R,10.1159/000440950,2015,13
31091454,Partial Cone Loss Triggers Synapse-Specific Remodeling and Spatial Receptive Field Rearrangements in a Mature Retinal Circuit,"Care RA, Kastner DB, De la Huerta I, Pan S, Khoche A, Della Santina L, Gamlin C, Santo Tomas C, Ngo J, Chen A, Kuo YM, Ou Y, Dunn FA.",Care RA,10.1016/j.celrep.2019.04.065,2019,16
29681444,High cell density suppresses BMP4-induced differentiation of human pluripotent stem cells to produce macroscopic spatial patterning in a unidirectional perfusion culture chamber,"Tashiro S, Le MNT, Kusama Y, Nakatani E, Suga M, Furue MK, Satoh T, Sugiura S, Kanamori T, Ohnuma K.",Tashiro S,10.1016/j.jbiosc.2018.03.007,2018,22
25818811,A simple and robust method for establishing homogeneous mouse epiblast stem cell lines by wnt inhibition,"Sugimoto M, Kondo M, Koga Y, Shiura H, Ikeda R, Hirose M, Ogura A, Murakami A, Yoshiki A, Chuva de Sousa Lopes SM, Abe K.",Sugimoto M,10.1016/j.stemcr.2015.02.014,2015,16
33439418,The Course of Borderline Psychopathology in Adolescents with Complex Mental Health Problems: An 18 Month Longitudinal Follow-up Study,"Sharp C, Vanwoerden S, Gallagher MW, Williams L, Newlin E.",Sharp C,10.1007/s10802-020-00756-y,2021,18
25256403,Protein tyrosine phosphatase regulation of stem and progenitor cell biology,"Dubreuil V, Sap J, Harroch S.",Dubreuil V,10.1016/j.semcdb.2014.09.012,2015,10
34779741,Central Recruitment: A process for engaging and recruiting individuals with spinal cord injury/disease in research at Toronto Rehabilitation Institute,"Craven BC, Brisbois L, Pelletier C, Rybkina J, Heesters A, Verrier MC.",Craven BC,10.1080/10790268.2021.1970898,2021,19
26809654,Effects of UVB Radiation on the Physicochemical Properties of Fibroblasts and Keratinocytes,"Dobrzyńska I, Szachowicz-Petelska B, Skrzydlewska E, Figaszewski ZA.",Dobrzyńska I,10.1007/s00232-016-9870-9,2016,12
30267574,3D Bioprinting with UVA1 Radiation and Photoinitiator Irgacure 2959: Can the ASTM Standard L929 Cells Predict Human Stem Cell Cytotoxicity?,"Godar DE, Gurunathan C, Ilev I.",Godar DE,10.1111/php.13028,2019,20
27139892,Effects of novel maleimide derivatives on cell cultures with different properties,"Ostrovska G, Maslova O, Delev D, Opatrilova R, Kuzliak P, Savytska N.",Ostrovska G,10.1007/s10561-016-9558-5,2016,11
23362205,Recombinant human collagen III gel for transplantation of autologous skin cells in porcine full-thickness wounds,"Nuutila K, Peura M, Suomela S, Hukkanen M, Siltanen A, Harjula A, Vuola J, Kankuri E.",Nuutila K,10.1002/term.1691,2015,15
36705068,Evaluation of interdisciplinary care pathway implementation in older elective surgery patients,"Hu FY, Rowe KA, O'Mara LM, Bulger A, Bleday R, Groff MW, Cooper Z, Bernacki RE.",Hu FY,10.1111/jgs.18244,2023,11
30358482,Transient Cell-to-Cell Signaling Before Mitosis in Cultures of Human Bone Marrow-Derived Mesenchymal Stem/Stromal Cells,"Cui J, Chen G, Perry AS, Abdi S.",Cui J,10.1089/scd.2018.0165,2019,14
30354925,Examination of optimal embedded PVTs within the BVMT-R in an outpatient clinical sample,"Olsen DH, Schroeder RW, Heinrichs RJ, Martin PK.",Olsen DH,10.1080/13854046.2018.1501096,2019,13
34942063,Assessment of Neurologic Signs and Symptoms: Establishing a Diagnosis of Multiple Sclerosis,"Petriceks AH, Stern TA.",Petriceks AH,10.4088/PCC.20f02871,2021,12
29323442,Mental health inpatients' and staff members' suggestions for reducing physical restraint: A qualitative study,"Wilson C, Rouse L, Rae S, Kar Ray M.",Wilson C,10.1111/jpm.12453,2018,14
31220852,The Introduction of Emotions and Behavior in the Assessment of Neurological Patients,"Genetti Gatfield M, Colombo F, Annoni JM.",Genetti Gatfield M,10.1159/000494946,2019,12
36433354,Interpretable Machine Learning for Inpatient COVID-19 Mortality Risk Assessments: Diabetes Mellitus Exclusive Interplay,"Khadem H, Nemat H, Elliott J, Benaissa M.",Khadem H,10.3390/s22228757,2022,13
30328974,Caring ability of family caregivers of patients on cancer treatment: associated factors,"Coppetti LC, Girardon-Perlini NMO, Andolhe R, Gutiérrez MGR, Dapper SN, Siqueira FD.",Coppetti LC,10.1590/1518-8345.2824.3048,2018,12
29873351,Towards a full quantitative description of single-molecule reaction kinetics in biological cells,"Grebenkov DS , Metzler R , Oshanin G .",Grebenkov DS,10.1039/c8cp02043d,2018,12
29262856,Promoting the expansion and function of human corneal endothelial cells with an orbital adipose-derived stem cell-conditioned medium,"Sun P, Shen L, Zhang C, Du L, Wu X.",Sun P,10.1186/s13287-017-0737-5,2017,17
